Gender,Measures,Weights,Age
I,"(1.225, 0.9625, 0.2875)","(9.25611175, 4.57844425, 4.6776675)",13
F,"(1.625, 1.3, 0.4875)","(19.5328055, 11.07047975, 12.246984)",11
F,"(1.3125, 0.95, 0.35)","(5.499803, 4.18155125, 5.953395)",14
F,"(1.325, 1.025, 0.4125)","(6.80388, 4.7910655, 6.80388)",19
M,"(1.7375, 1.3625, 0.4625)","(18.83824275, 10.87203325, 12.77144975)",13
F,"(1.3375, 1.125, 0.3375)","(9.128539, 5.1312595, 7.087375)",13
M,"(1.65, 1.3375, 0.475)","(18.21455375, 8.4198015, 14.67086625)",9
I,"(1.15, 0.9125, 0.2875)","(6.70465675, 3.345241, 3.4869885)",7
M,"(1.3625, 1.0375, 0.35)","(13.08329425, 3.6003865, 6.180191)",9
M,"(1.6375, 1.3375, 0.5125)","(20.70930975, 10.19164525, 13.04077)",13
M,"(1.3, 1.05, 0.4)","(7.2291225, 4.4508715, 8.17883075)",11
I,"(0.75, 0.55, 0.2)","(1.34660125, 1.190679, 0.9922325)",5
I,"(1.1, 0.9125, 0.2875)","(6.90310325, 2.381358, 4.15320175)",9
I,"(0.6375, 0.475, 0.1875)","(0.97805775, 0.58116475, 0.7087375)",5
F,"(1.4875, 1.125, 0.375)","(16.62698175, 6.25106475, 7.087375)",11
I,"(1.1, 0.8125, 0.25)","(5.2446575, 2.45223175, 3.118445)",6
F,"(1.6125, 1.2875, 0.4375)","(19.94387325, 10.3475675, 11.7650425)",10
F,"(1.55, 1.2, 0.425)","(15.1669825, 7.087375, 8.1363065)",10
I,"(1.4125, 1.0875, 0.3875)","(7.69688925, 4.762716, 8.0796075)",14
F,"(1.55, 1.2, 0.4125)","(15.09610875, 12.37455675, 9.185238)",10
F,"(1.525, 1.2125, 0.525)","(15.1669825, 6.25106475, 14.5999925)",20
F,"(1.0, 0.75, 0.2875)","(3.78465825, 1.31825175, 2.65067825)",8
F,"(1.1875, 1.0, 0.2875)","(5.273007, 2.90582375, 5.953395)",13
M,"(1.5, 1.2, 0.225)","(12.9557215, 7.61184075, 7.93786)",8
I,"(0.6, 0.4625, 0.175)","(0.737087, 0.510291, 0.7087375)",6
M,"(1.3875, 1.1, 0.3625)","(11.80756675, 4.77689075, 6.520385)",8
I,"(1.2875, 0.975, 0.3125)","(6.747181, 3.58621175, 5.2446575)",8
F,"(1.55, 1.275, 0.45)","(16.782904, 7.767763, 9.128539)",10
I,"(0.7875, 0.575, 0.2)","(1.54504775, 0.8788345, 1.26155275)",5
M,"(1.0625, 0.8125, 0.2375)","(4.83358975, 2.26796, 2.83495)",7
F,"(1.4625, 1.1375, 0.325)","(11.6516445, 5.85417175, 6.3786375)",8
M,"(0.6625, 0.5, 0.1625)","(0.963883, 0.29766975, 0.850485)",7
F,"(1.375, 1.0875, 0.425)","(8.15048125, 4.66349275, 7.93786)",14
I,"(1.0875, 0.8125, 0.275)","(4.52174525, 2.26796, 2.9766975)",6
F,"(1.6125, 1.25, 0.45)","(15.15280775, 8.49067525, 9.7805775)",13
I,"(1.3875, 1.075, 0.375)","(9.7805775, 4.97533725, 7.0023265)",9
M,"(1.6875, 1.3125, 0.4)","(16.215914, 7.81028725, 10.04989775)",13
M,"(0.825, 0.625, 0.225)","(2.4097075, 1.1623295, 1.71514475)",10
F,"(1.4375, 1.15, 0.4)","(15.252031, 6.2652395, 7.0590255)",9
M,"(1.6375, 1.3625, 0.475)","(17.93105875, 9.4403835, 10.716111)",10
M,"(1.125, 0.8375, 0.3125)","(3.3735905, 2.99087225, 3.2601925)",10
I,"(0.825, 0.6625, 0.225)","(1.927766, 1.020582, 1.70097)",6
F,"(1.25, 1.0, 0.4125)","(7.654365, 4.12485225, 6.3786375)",20
F,"(1.3125, 1.0375, 0.375)","(6.67630725, 4.8477645, 7.654365)",13
M,"(1.5625, 1.1875, 0.4375)","(18.597272, 8.0229085, 9.5537815)",10
M,"(1.4375, 1.1, 0.4)","(13.6928085, 4.706017, 7.7961125)",13
F,"(1.675, 1.325, 0.5625)","(17.860185, 13.8062065, 10.56018875)",11
M,"(1.3875, 1.05, 0.3625)","(8.71747125, 7.29999625, 7.087375)",14
M,"(1.225, 0.9875, 0.35)","(6.27941425, 3.61456125, 4.252425)",11
I,"(0.7875, 0.575, 0.0)","(1.63009625, 0.80796075, 9.93649975)",6
I,"(0.8625, 0.6375, 0.2375)","(2.1262125, 1.09145575, 1.70097)",6
F,"(1.225, 0.9125, 0.3625)","(5.65572525, 4.60679375, 6.23689)",10
M,"(0.925, 0.7, 0.2625)","(2.56562975, 1.65844575, 2.1262125)",9
F,"(1.2625, 1.025, 0.375)","(8.0796075, 4.1106775, 5.953395)",11
I,"(1.075, 0.8125, 0.275)","(3.84135725, 2.65067825, 3.40194)",13
F,"(1.875, 1.525, 0.5875)","(34.926584, 14.7133905, 17.349894)",14
I,"(0.975, 0.7125, 0.25)","(3.61456125, 1.757669, 2.1829115)",7
M,"(1.225, 0.9625, 0.3125)","(8.68912175, 2.721552, 5.03203625)",8
F,"(1.8, 1.375, 0.45)","(18.0586315, 9.2135875, 12.3320325)",10
M,"(1.5, 1.025, 0.3625)","(12.68640125, 5.556502, 7.597666)",8
F,"(1.625, 1.2625, 0.4125)","(16.23008875, 7.9662095, 12.190285)",11
M,"(1.325, 1.0875, 0.3375)","(9.28446125, 3.72795925, 6.23689)",12
I,"(1.1875, 0.875, 0.3)","(5.76912325, 3.685435, 3.8271825)",7
M,"(1.45, 1.125, 0.375)","(7.824462, 5.14543425, 10.20582)",14
F,"(1.6875, 1.375, 0.4375)","(19.674553, 10.5176645, 13.437663)",13
M,"(1.3125, 1.0375, 0.4)","(7.37087, 4.46504625, 6.23689)",12
M,"(1.65, 1.2875, 0.4875)","(20.82270775, 10.0073735, 10.942907)",9
I,"(0.975, 0.725, 0.25)","(2.6932025, 1.31825175, 2.0695135)",7
F,"(1.375, 1.0625, 0.3625)","(8.4198015, 4.252425, 7.5126175)",9
M,"(1.4375, 1.1125, 0.35)","(9.2135875, 3.98310475, 6.7188315)",10
M,"(1.5875, 1.275, 0.3875)","(11.4815475, 6.39281225, 8.788345)",10
F,"(1.1875, 0.9375, 0.35)","(5.443104, 3.33106625, 4.9611625)",13
F,"(1.35, 1.05, 0.35)","(10.77281, 5.11708475, 5.953395)",9
M,"(1.25, 0.9375, 0.325)","(8.66077225, 4.89028875, 6.23689)",14
F,"(1.6875, 1.3375, 0.4)","(16.782904, 9.00096625, 11.90679)",16
M,"(1.3125, 1.0125, 0.3375)","(9.36950975, 6.123492, 5.5281525)",10
M,"(1.2375, 0.9375, 0.3875)","(12.757275, 6.47786075, 7.01650125)",9
F,"(1.525, 1.2125, 0.375)","(17.08057375, 8.26387925, 8.74582075)",12
M,"(1.3875, 1.1, 0.375)","(11.77921725, 4.139027, 6.520385)",8
M,"(1.675, 1.3125, 0.4875)","(18.69649525, 7.58349125, 12.0485375)",9
F,"(1.3, 0.9875, 0.45)","(4.479221, 3.118445, 6.9456275)",22
M,"(1.3, 1.0, 0.3)","(6.633783, 3.72795925, 5.2446575)",8
F,"(1.425, 1.0875, 0.375)","(10.98543125, 4.422522, 6.9456275)",10
I,"(1.4375, 1.125, 0.3625)","(10.319218, 4.26659975, 7.37087)",10
I,"(1.0375, 0.8, 0.275)","(4.9611625, 2.14038725, 3.0900955)",7
I,"(1.275, 0.95, 0.2875)","(6.0951425, 3.21766825, 4.706017)",8
F,"(1.2625, 0.975, 0.3125)","(6.973977, 4.252425, 3.98310475)",7
I,"(0.5125, 0.3875, 0.1125)","(0.66621325, 0.3118445, 0.396893)",3
F,"(1.3125, 1.0125, 0.2875)","(8.80251975, 5.42892925, 5.6699)",14
I,"(1.225, 0.9625, 0.35)","(5.613201, 3.6003865, 4.9611625)",11
F,"(1.5875, 1.2625, 0.425)","(17.1514475, 8.4198015, 10.3475675)",15
F,"(1.5, 1.1875, 0.3875)","(12.5021295, 5.386405, 11.056305)",11
I,"(0.9375, 0.7125, 0.2)","(2.76407625, 1.13398, 2.05533875)",7
I,"(0.9625, 0.75, 0.3125)","(4.83358975, 2.08368825, 2.2963095)",7
I,"(1.0375, 0.775, 0.2375)","(5.1312595, 1.6159215, 2.3530085)",6
I,"(1.35, 1.0625, 0.35)","(9.07184, 3.95475525, 7.087375)",9
M,"(1.1875, 0.925, 0.3125)","(9.8372765, 3.855532, 4.025629)",8
M,"(1.575, 1.175, 0.3625)","(14.74174, 7.37087, 7.824462)",9
M,"(1.45, 1.1, 0.4375)","(15.32290475, 7.66853975, 9.25611175)",10
F,"(1.6, 1.2625, 0.4375)","(17.53416575, 8.561549, 9.39785925)",9
M,"(1.6, 1.275, 0.475)","(17.61921425, 10.2341695, 13.324265)",14
F,"(1.2125, 0.9375, 0.3375)","(5.45727875, 3.72795925, 4.77689075)",10
I,"(1.2875, 0.875, 0.2625)","(6.0384435, 3.4869885, 3.61456125)",10
F,"(1.2875, 0.9375, 0.275)","(8.51902475, 3.7137845, 4.252425)",6
I,"(1.1125, 0.825, 0.3)","(3.40194, 2.381358, 2.9766975)",11
I,"(1.3625, 1.075, 0.35)","(8.1930055, 5.386405, 7.41339425)",8
I,"(0.8875, 0.7, 0.2125)","(2.6932025, 1.11980525, 3.2601925)",7
F,"(1.6375, 1.275, 0.4)","(11.226402, 8.00873375, 10.489315)",14
M,"(1.625, 1.3, 0.4375)","(17.4349425, 7.86698625, 9.525432)",9
F,"(1.4875, 1.075, 0.525)","(18.5122235, 11.226402, 11.623295)",11
F,"(1.3875, 1.1125, 0.4375)","(15.6205745, 6.917278, 7.89533575)",8
I,"(0.9875, 0.75, 0.3)","(3.58621175, 1.927766, 2.53728025)",8
I,"(0.9375, 0.725, 0.35)","(3.96893, 1.77184375, 2.33883375)",8
M,"(1.2875, 1.0125, 0.3625)","(6.0951425, 4.63514325, 6.633783)",15
M,"(0.775, 0.5875, 0.15)","(1.17650425, 0.9355335, 1.13398)",11
M,"(1.4125, 1.0875, 0.4625)","(9.3269855, 3.855532, 11.056305)",13
M,"(1.25, 1.0, 0.325)","(7.314171, 3.7704835, 6.80388)",12
M,"(1.35, 1.0375, 0.3625)","(7.47009325, 4.762716, 6.9456275)",12
F,"(1.5625, 1.225, 0.275)","(14.92601175, 5.42892925, 8.29222875)",9
I,"(1.4375, 1.1, 0.375)","(13.777857, 6.0951425, 6.7755305)",8
F,"(1.6, 1.275, 0.5)","(17.293195, 9.39785925, 11.623295)",12
F,"(1.35, 1.1, 0.3375)","(6.76135575, 6.2652395, 8.50485)",17
M,"(1.475, 1.0125, 0.375)","(9.241937, 7.41339425, 6.9456275)",9
F,"(1.65, 1.325, 0.45)","(22.01338675, 8.561549, 11.3681495)",10
F,"(1.15, 0.8875, 0.325)","(6.25106475, 3.231843, 4.6776675)",9
I,"(1.3, 0.975, 0.325)","(6.67630725, 3.10427025, 5.37223025)",7
F,"(1.0625, 0.875, 0.25)","(4.9611625, 2.14038725, 4.9611625)",7
I,"(1.2, 0.8875, 0.3125)","(6.76135575, 2.36718325, 4.252425)",9
F,"(1.4, 1.1, 0.3875)","(9.525432, 5.00368675, 6.9456275)",8
I,"(1.525, 1.1875, 0.425)","(12.57300325, 6.8322295, 9.07184)",14
I,"(0.875, 0.625, 0.25)","(4.89028875, 1.7860185, 3.55786225)",7
I,"(1.375, 1.1125, 0.3125)","(8.164656, 3.86970675, 5.953395)",11
I,"(1.1, 0.875, 0.3)","(4.03980375, 2.73572675, 3.2601925)",9
M,"(1.425, 1.15, 0.425)","(11.55242125, 5.48562825, 6.066793)",7
I,"(1.275, 1.0, 0.375)","(8.12213175, 4.74854125, 6.6621325)",13
M,"(1.675, 1.3125, 0.4125)","(19.334359, 8.91591775, 11.35397475)",11
M,"(1.3875, 1.1, 0.35)","(11.5382465, 4.422522, 7.2291225)",9
M,"(1.4375, 1.1125, 0.4)","(11.35397475, 5.613201, 6.7755305)",9
I,"(0.575, 0.4375, 0.1625)","(0.737087, 0.29766975, 0.56699)",5
F,"(1.55, 1.0875, 0.3875)","(13.5227115, 6.690482, 7.7961125)",8
I,"(0.7, 0.5125, 0.2)","(1.474174, 1.1056305, 1.190679)",9
M,"(1.7375, 1.425, 0.5)","(21.2904745, 12.06271225, 19.4194075)",15
I,"(1.0375, 0.8125, 0.25)","(6.47786075, 3.01922175, 3.231843)",7
I,"(1.1375, 0.825, 0.25)","(10.149121, 2.19708625, 3.118445)",8
M,"(1.3125, 1.025, 0.325)","(9.73805325, 4.23825025, 5.00368675)",9
I,"(1.4, 1.1375, 0.3625)","(15.5071765, 4.57844425, 6.6621325)",9
F,"(1.325, 1.0125, 0.325)","(7.47009325, 4.43669675, 5.2446575)",9
M,"(0.9625, 0.6875, 0.2875)","(2.76407625, 2.33883375, 2.4097075)",8
I,"(1.325, 1.0375, 0.325)","(11.07047975, 3.1467945, 4.7343665)",9
M,"(1.375, 1.1, 0.3875)","(10.33339275, 5.5281525, 7.087375)",8
I,"(1.1375, 0.9125, 0.3375)","(4.29494925, 3.30271675, 4.1106775)",9
F,"(1.5125, 1.2375, 0.475)","(13.2959155, 7.52679225, 11.623295)",15
I,"(1.0625, 0.775, 0.2375)","(3.9405805, 2.11203775, 2.6365035)",7
I,"(1.275, 1.0, 0.3125)","(6.7755305, 3.685435, 5.783298)",8
M,"(1.5125, 1.1875, 0.475)","(16.726205, 7.0023265, 7.37087)",10
F,"(1.7125, 1.4125, 0.4375)","(22.04173625, 10.6310625, 12.417081)",11
M,"(1.5, 1.15, 0.3875)","(12.62970225, 5.3580555, 8.3631025)",11
F,"(1.5875, 1.275, 0.4625)","(14.911837, 8.3631025, 11.63746975)",12
I,"(0.95, 0.75, 0.225)","(4.69184225, 1.77184375, 2.324659)",6
M,"(1.8125, 1.425, 0.475)","(30.34813975, 13.6928085, 20.5533875)",14
F,"(1.6875, 1.3125, 0.425)","(22.226008, 11.0846545, 12.8990225)",12
I,"(0.8125, 0.625, 0.2)","(2.16873675, 0.97805775, 1.3891255)",7
M,"(1.625, 1.3625, 0.4)","(13.8062065, 8.391452, 13.60776)",15
F,"(1.3, 1.0625, 0.375)","(10.9145575, 5.71242425, 6.520385)",10
I,"(0.85, 0.6625, 0.175)","(1.77184375, 1.11980525, 1.984465)",7
M,"(1.4625, 1.1375, 0.3875)","(15.63474925, 6.3219385, 8.6465975)",12
M,"(1.525, 1.225, 0.375)","(12.0485375, 5.74077375, 10.20582)",23
M,"(1.5, 1.1875, 0.375)","(10.942907, 6.22271525, 8.80251975)",10
I,"(1.575, 1.1625, 0.375)","(12.09106175, 6.80388, 9.2135875)",11
I,"(1.1125, 0.775, 0.225)","(4.40834725, 2.551455, 2.42388225)",7
F,"(1.775, 1.25, 0.375)","(19.37688325, 7.98038425, 7.93786)",10
I,"(0.675, 0.4875, 0.15)","(0.80796075, 0.66621325, 0.850485)",5
I,"(1.125, 0.85, 0.3125)","(4.8477645, 1.984465, 3.81300775)",8
M,"(1.25, 1.0125, 0.35)","(6.8322295, 3.84135725, 5.8116475)",9
F,"(1.15, 0.9, 0.2875)","(5.96756975, 2.9766975, 4.53592)",8
I,"(1.1875, 0.8875, 0.3125)","(6.10931725, 3.13261975, 4.025629)",9
M,"(1.55, 1.3125, 0.3875)","(12.870673, 5.57067675, 9.922325)",10
M,"(1.55, 1.2125, 0.3625)","(13.19669225, 6.22271525, 7.93786)",11
I,"(0.8125, 0.625, 0.175)","(2.48058125, 1.00640725, 1.13398)",7
F,"(1.525, 1.2125, 0.425)","(14.52911875, 6.4920355, 8.6465975)",11
I,"(0.75, 0.55, 0.2)","(1.5592225, 0.75126175, 1.1056305)",6
M,"(1.4875, 1.225, 0.4625)","(13.664459, 5.71242425, 10.2341695)",10
M,"(1.1875, 0.9125, 0.35)","(5.726599, 4.09650275, 5.386405)",16
I,"(0.6, 0.4375, 0.1625)","(0.8788345, 0.38271825, 0.4819415)",3
I,"(0.6, 0.425, 0.125)","(0.58116475, 0.453592, 0.43941725)",5
I,"(0.9375, 0.7125, 0.225)","(3.3735905, 1.68679525, 1.91359125)",6
F,"(1.25, 1.0, 0.35)","(7.27164675, 4.97533725, 6.23689)",8
F,"(1.4, 1.05, 0.45)","(21.98503725, 9.922325, 12.82814875)",9
M,"(1.2125, 0.9125, 0.3875)","(12.00601325, 6.47786075, 8.8733935)",8
F,"(1.6, 1.2625, 0.4125)","(14.78426425, 7.64019025, 10.20582)",10
I,"(0.5375, 0.3875, 0.15)","(0.5953395, 0.46776675, 0.4252425)",5
I,"(1.3, 1.025, 0.3625)","(8.40562675, 4.52174525, 4.6776675)",9
I,"(1.375, 1.075, 0.3625)","(8.57572375, 4.309124, 6.3786375)",10
I,"(0.8875, 0.6875, 0.225)","(2.7499015, 1.5025235, 2.26796)",7
M,"(1.4125, 1.1125, 0.35)","(11.509897, 4.55009475, 6.36446275)",9
F,"(1.3, 1.025, 0.425)","(10.58853825, 6.2085405, 7.087375)",14
F,"(1.75, 1.3875, 0.55)","(18.3421265, 12.14776075, 12.8990225)",11
I,"(1.3125, 1.025, 0.4375)","(10.16329575, 5.8683465, 5.8116475)",18
I,"(1.6, 1.225, 0.3375)","(13.834556, 7.10154975, 8.29222875)",10
I,"(0.95, 0.7125, 0.2375)","(2.53728025, 1.88524175, 2.1262125)",7
F,"(1.2625, 0.9625, 0.3375)","(7.1157245, 3.33106625, 5.6699)",12
I,"(1.025, 0.8125, 0.275)","(3.75630875, 2.1262125, 2.8632995)",8
F,"(1.5375, 1.2, 0.4)","(16.5844575, 7.35669525, 9.355335)",8
F,"(1.4875, 1.1375, 0.3875)","(14.55746825, 6.13766675, 8.50485)",12
I,"(1.0, 0.75, 0.275)","(3.89805625, 2.0128145, 2.1262125)",6
F,"(1.7375, 1.375, 0.4625)","(22.8213475, 11.38232425, 11.24057675)",10
I,"(1.325, 1.075, 0.35)","(8.448151, 2.73572675, 6.520385)",8
F,"(1.3, 1.0, 0.325)","(6.0951425, 5.85417175, 4.819415)",15
I,"(0.6875, 0.4875, 0.175)","(0.97805775, 0.623689, 0.72291225)",4
I,"(0.7125, 0.55, 0.1625)","(1.14815475, 0.58116475, 0.850485)",5
I,"(0.925, 0.6875, 0.25)","(2.664853, 1.2757275, 1.8427175)",7
F,"(1.5375, 1.225, 0.475)","(13.31009025, 7.2858215, 9.865626)",11
F,"(1.95, 1.575, 0.5375)","(42.184056, 14.13222575, 16.612807)",11
M,"(1.65, 1.3125, 0.5)","(17.19397175, 10.75863525, 11.9351395)",10
M,"(1.65, 1.2625, 0.4125)","(16.6978555, 9.9506745, 9.7805775)",10
I,"(1.175, 0.8875, 0.3)","(3.572037, 2.36718325, 3.86970675)",6
M,"(1.425, 1.15, 0.35)","(12.65805175, 5.85417175, 6.9456275)",12
F,"(1.5875, 1.2625, 0.4125)","(16.3576615, 6.4353365, 10.84368375)",11
M,"(1.625, 1.2375, 0.425)","(17.61921425, 6.53455975, 11.3114505)",11
M,"(1.2875, 1.0125, 0.35)","(8.845044, 4.139027, 8.9300925)",17
I,"(1.025, 0.775, 0.225)","(4.63514325, 1.7293195, 2.5798045)",6
I,"(1.425, 1.1, 0.325)","(9.8372765, 5.06038575, 5.726599)",10
M,"(1.3875, 1.1, 0.375)","(8.7032965, 4.32329875, 7.37087)",12
M,"(1.4875, 1.1375, 0.3625)","(12.190285, 5.159609, 7.8528115)",11
I,"(0.55, 0.4125, 0.1375)","(0.60951425, 0.340194, 0.56699)",5
I,"(0.475, 0.325, 0.1125)","(0.2551455, 0.1417475, 0.2551455)",5
M,"(1.3625, 1.125, 0.375)","(10.9712565, 4.252425, 7.44174375)",11
F,"(1.5625, 1.225, 0.4125)","(13.5227115, 6.70465675, 9.02931575)",9
M,"(1.5375, 1.2, 0.4375)","(12.643877, 9.05766525, 8.50485)",9
I,"(1.225, 0.9625, 0.3)","(7.6827145, 3.18931875, 5.03203625)",9
M,"(1.575, 1.1625, 0.375)","(15.2236815, 5.329706, 4.989512)",8
F,"(1.6875, 1.3, 0.4375)","(20.87940675, 8.66077225, 10.489315)",9
M,"(1.175, 0.9375, 0.3)","(7.540967, 2.65067825, 4.7910655)",8
M,"(1.4, 1.1125, 0.4)","(11.90679, 6.16601625, 6.27941425)",8
M,"(1.8125, 1.4375, 0.6)","(38.3001745, 11.7083435, 14.21727425)",13
I,"(0.7375, 0.5375, 0.175)","(1.3324265, 0.43941725, 1.14815475)",6
F,"(1.7625, 1.3375, 0.55)","(26.3366855, 10.87203325, 12.45960525)",10
M,"(1.75, 1.325, 0.475)","(15.535526, 6.6054335, 11.90679)",18
M,"(1.175, 0.925, 0.325)","(5.6982495, 3.7704835, 4.6776675)",7
F,"(1.5375, 1.1875, 0.3875)","(12.6722265, 7.087375, 8.0796075)",9
M,"(1.5625, 1.2625, 0.4375)","(15.37960375, 6.42116175, 9.1568885)",8
M,"(1.2625, 1.0, 0.325)","(8.60407325, 5.3580555, 6.16601625)",11
M,"(1.4625, 1.1625, 0.475)","(11.07047975, 6.67630725, 11.3398)",17
F,"(1.3625, 1.0375, 0.375)","(7.92368525, 4.6209685, 6.19436575)",11
M,"(0.8, 0.6, 0.2125)","(1.85689225, 1.3324265, 1.3891255)",7
M,"(1.2625, 0.9625, 0.325)","(8.88756825, 4.2240755, 4.29494925)",7
I,"(1.125, 0.825, 0.2625)","(5.28718175, 2.22543575, 2.76407625)",7
F,"(1.525, 1.125, 0.325)","(11.0279555, 4.86193925, 7.711064)",11
F,"(1.45, 1.1375, 0.3875)","(8.9300925, 3.92640575, 9.07184)",18
I,"(0.7, 0.55, 0.2)","(1.871067, 0.680388, 0.850485)",5
I,"(1.0, 0.7875, 0.25)","(4.0539785, 2.08368825, 2.5798045)",6
F,"(1.2875, 1.0625, 0.35)","(8.618248, 4.89028875, 7.2291225)",14
M,"(1.3375, 1.05, 0.3125)","(8.845044, 4.26659975, 7.5126175)",11
M,"(1.475, 1.1125, 0.35)","(10.092422, 6.633783, 7.93786)",12
F,"(1.275, 0.95, 0.325)","(6.350288, 3.84135725, 5.2446575)",13
I,"(1.1875, 0.8375, 0.25)","(5.37223025, 2.438057, 3.8271825)",9
I,"(1.55, 1.2125, 0.45)","(13.99047825, 7.257472, 8.9300925)",12
M,"(1.5875, 1.275, 0.3875)","(12.133586, 8.1930055, 8.9300925)",18
M,"(1.5875, 1.2125, 0.45)","(13.56523575, 7.86698625, 10.0640725)",10
I,"(1.1875, 0.9, 0.3125)","(5.8116475, 3.69960975, 3.5436875)",8
F,"(1.475, 1.15, 0.4)","(12.6155275, 7.41339425, 7.27164675)",8
M,"(1.0, 0.7625, 0.325)","(2.721552, 1.91359125, 2.9766975)",9
I,"(1.3125, 1.0, 0.35)","(7.44174375, 3.64291075, 5.20213325)",9
I,"(1.1875, 0.9125, 0.2875)","(6.3219385, 3.50116325, 3.78465825)",9
F,"(1.325, 1.05, 0.425)","(11.623295, 5.896696, 4.26659975)",6
F,"(1.525, 1.2125, 0.4125)","(12.06271225, 6.577084, 10.77281)",11
M,"(1.5875, 1.2875, 0.425)","(14.4298955, 8.107957, 9.63883)",16
I,"(1.0, 0.75, 0.275)","(3.0900955, 1.8994165, 3.40194)",9
I,"(1.0375, 0.7875, 0.225)","(4.9611625, 2.36718325, 2.6365035)",6
M,"(1.6875, 1.35, 0.4375)","(18.83824275, 7.881161, 14.514944)",12
F,"(1.65, 1.4125, 0.4875)","(19.617854, 9.25611175, 14.17475)",16
M,"(1.475, 1.2125, 0.3875)","(12.85649825, 6.90310325, 8.788345)",9
F,"(1.375, 1.175, 0.375)","(10.8011595, 6.90310325, 7.58349125)",10
F,"(1.1375, 0.8875, 2.825)","(9.412034, 3.288542, 3.78465825)",8
I,"(0.7875, 0.575, 0.175)","(1.5025235, 0.86465975, 1.13398)",8
I,"(1.2125, 0.8875, 0.3)","(5.953395, 3.458639, 3.8271825)",9
F,"(1.675, 1.375, 0.475)","(15.37960375, 8.60407325, 11.3398)",12
M,"(1.175, 0.925, 0.3)","(8.3064035, 6.4353365, 3.96893)",9
I,"(0.6125, 0.4375, 0.1375)","(1.13398, 0.510291, 0.56699)",5
M,"(1.45, 1.1625, 0.3625)","(12.48795475, 4.69184225, 7.5126175)",11
F,"(1.2875, 1.0125, 0.3)","(8.20718025, 3.98310475, 5.0178615)",10
F,"(1.5, 1.1625, 0.4)","(13.210867, 8.17883075, 8.448151)",11
F,"(1.375, 1.0125, 0.3125)","(8.40562675, 3.8838815, 5.6699)",9
I,"(1.125, 0.9, 0.3125)","(5.4147545, 2.45223175, 4.1106775)",12
I,"(1.0375, 0.8125, 0.25)","(3.9405805, 1.77184375, 2.73572675)",7
M,"(1.3625, 1.1, 0.4125)","(8.15048125, 5.783298, 7.087375)",15
I,"(1.1875, 0.8875, 0.3375)","(6.08096775, 2.551455, 4.06815325)",8
F,"(1.375, 1.1, 0.3375)","(12.303683, 5.65572525, 5.2446575)",8
F,"(1.55, 1.275, 0.375)","(16.4710595, 8.15048125, 9.07184)",13
F,"(1.675, 1.3625, 0.4)","(16.96717575, 7.27164675, 14.0330025)",15
M,"(1.575, 1.225, 0.4125)","(16.3009625, 7.7394135, 8.334753)",10
M,"(1.15, 0.9, 0.3375)","(5.54232725, 3.0333965, 6.6621325)",14
I,"(1.35, 1.0375, 0.3875)","(9.128539, 4.7343665, 5.386405)",10
F,"(1.55, 1.2125, 0.4375)","(15.4504775, 7.1724235, 9.7805775)",10
M,"(1.325, 1.0125, 0.3125)","(7.69688925, 4.55009475, 5.273007)",7
M,"(1.5125, 1.1875, 0.4)","(15.57805025, 9.412034, 9.63883)",18
F,"(1.65, 1.3125, 0.45)","(22.01338675, 11.2547515, 10.21999475)",10
M,"(1.5125, 1.1375, 0.4)","(15.1102835, 7.7394135, 7.6827145)",10
F,"(1.5, 1.15, 0.375)","(17.08057375, 7.767763, 8.221355)",8
M,"(1.1875, 0.925, 0.3125)","(6.293589, 3.44446425, 4.252425)",9
M,"(1.5, 1.2, 0.3875)","(12.7856245, 5.34388075, 9.2135875)",11
M,"(1.3, 1.025, 0.2875)","(7.4559185, 4.4508715, 7.37087)",11
F,"(1.5625, 1.25, 0.4125)","(16.2442635, 8.60407325, 8.9300925)",9
I,"(1.275, 0.9625, 0.3625)","(11.29727575, 3.96893, 5.11708475)",8
M,"(1.425, 1.1, 0.2375)","(9.62465525, 6.27941425, 6.6621325)",8
M,"(1.25, 1.0, 0.3125)","(7.654365, 3.61456125, 4.706017)",9
F,"(1.6375, 1.35, 0.5375)","(19.7029025, 8.391452, 12.587178)",11
M,"(1.1125, 0.8, 0.3)","(5.6415505, 2.551455, 3.3168915)",7
M,"(1.35, 1.0375, 0.425)","(9.6104805, 5.896696, 7.2291225)",10
M,"(1.2625, 1.0, 0.3125)","(7.75358825, 4.5075705, 7.2291225)",13
I,"(1.1375, 0.8375, 0.2625)","(4.9611625, 2.608154, 3.35941575)",8
I,"(0.775, 0.6, 0.225)","(1.71514475, 0.89300925, 1.2757275)",7
M,"(1.375, 1.075, 0.45)","(12.48795475, 4.5075705, 6.3786375)",10
M,"(0.675, 0.5, 0.2)","(1.31825175, 0.793786, 1.13398)",6
F,"(1.5875, 1.25, 0.45)","(14.9968855, 7.04485075, 13.7495075)",18
F,"(1.5625, 1.25, 0.4)","(16.23008875, 5.8683465, 10.0640725)",11
I,"(0.9375, 0.725, 0.2375)","(2.721552, 1.1623295, 1.7293195)",5
I,"(0.9, 0.6625, 0.2125)","(2.05533875, 1.45999925, 1.5592225)",6
I,"(1.075, 0.7875, 0.2875)","(5.34388075, 2.02698925, 3.118445)",8
M,"(1.1875, 0.925, 0.3125)","(7.540967, 4.89028875, 5.2446575)",10
I,"(1.0375, 0.8125, 0.2875)","(3.98310475, 1.4458245, 3.005047)",12
